poll_time,event_pk,pair,fight_slug,event_date,event_name,promotion,side1_key,side2_key,book,book_role,dec1,dec2,amer1,amer2,source_offer_ts,source_change_age_h,cycle_status,quarantine_reason
2026-08-17T20:03:19.217823+00:00,9112,kaik brito|namo fazil,namo-fazil-vs-kaik-brito-80340,2026-08-18,Dana White's Contender Series: Contender Series 2026: Week 2,dwcs,kaik brito,namo fazil,Bet105,sportsbook,1.5587,2.5200,-179,+152,2026-08-17T19:59:10.720701+00:00,0.07,complete,"transposed: q=0.6178 mirrors field median 0.4048 (sep 0.1904, 19 books)"
2026-08-17T20:03:19.217823+00:00,9112,douglas rodrigues|trent miller,douglas-rodrigues-vs-trent-miller-80341,2026-08-18,Dana White's Contender Series: Contender Series 2026: Week 2,dwcs,douglas rodrigues,trent miller,Bet105,sportsbook,3.9100,1.2778,+291,-360,2026-08-17T19:59:10.730047+00:00,0.07,complete,"transposed: q=0.2463 mirrors field median 0.7380 (sep 0.4761, 19 books)"
2026-08-17T20:03:19.217823+00:00,9112,cristian perez|logan paxton,logan-paxton-vs-cristian-perez-79310,2026-08-18,Dana White's Contender Series: Contender Series 2026: Week 2,dwcs,cristian perez,logan paxton,Bet105,sportsbook,2.9700,1.4237,+197,-236,2026-08-17T19:54:07.200927+00:00,0.15,complete,"transposed: q=0.3240 mirrors field median 0.6679 (sep 0.3358, 18 books)"
2026-08-17T20:03:19.217823+00:00,9112,alik lorenz|mahamed aly,mahamed-aly-vs-alik-lorenz-79691,2026-08-18,Dana White's Contender Series: Contender Series 2026: Week 2,dwcs,alik lorenz,mahamed aly,Bet105,sportsbook,1.3155,3.5900,-317,+259,2026-08-17T19:59:10.743232+00:00,0.07,complete,"transposed: q=0.7318 mirrors field median 0.2820 (sep 0.4361, 19 books)"
2026-08-17T20:03:19.217823+00:00,9112,roman puga|taner trembley,taner-trembley-vs-roman-puga-79617,2026-08-18,Dana White's Contender Series: Contender Series 2026: Week 2,dwcs,roman puga,taner trembley,Bet105,sportsbook,2.5700,1.5376,+157,-186,2026-08-17T19:59:10.752604+00:00,0.07,complete,"transposed: q=0.3743 mirrors field median 0.6018 (sep 0.2036, 19 books)"
2026-08-17T20:03:19.217823+00:00,8869,umar nurmagomedov|yadong song,umar-nurmagomedov-vs-yadong-song-79649,2026-08-29,UFC Fight Night: Nurmagomedov vs. Song,ufc,umar nurmagomedov,yadong song,Bet105,sportsbook,4.6100,1.2179,+361,-459,2026-08-17T19:54:07.151930+00:00,0.15,complete,"transposed: q=0.2090 mirrors field median 0.7972 (sep 0.5944, 20 books)"
2026-08-17T20:22:19.409544+00:00,9112,kaik brito|namo fazil,namo-fazil-vs-kaik-brito-80340,2026-08-18,Dana White's Contender Series: Contender Series 2026: Week 2,dwcs,kaik brito,namo fazil,Bet105,sportsbook,1.5587,2.5200,-179,+152,2026-08-17T19:59:10.720701+00:00,0.39,complete,"transposed: q=0.6178 mirrors field median 0.4037 (sep 0.1925, 19 books)"
2026-08-17T20:22:19.409544+00:00,9112,douglas rodrigues|trent miller,douglas-rodrigues-vs-trent-miller-80341,2026-08-18,Dana White's Contender Series: Contender Series 2026: Week 2,dwcs,douglas rodrigues,trent miller,Bet105,sportsbook,3.9100,1.2778,+291,-360,2026-08-17T19:59:10.730047+00:00,0.39,complete,"transposed: q=0.2463 mirrors field median 0.7367 (sep 0.4734, 19 books)"
2026-08-17T20:22:19.409544+00:00,9112,cristian perez|logan paxton,logan-paxton-vs-cristian-perez-79310,2026-08-18,Dana White's Contender Series: Contender Series 2026: Week 2,dwcs,cristian perez,logan paxton,Bet105,sportsbook,2.9900,1.4219,+199,-237,2026-08-17T20:10:08.900659+00:00,0.2,complete,"transposed: q=0.3223 mirrors field median 0.6679 (sep 0.3358, 18 books)"
2026-08-17T20:22:19.409544+00:00,9112,alik lorenz|mahamed aly,mahamed-aly-vs-alik-lorenz-79691,2026-08-18,Dana White's Contender Series: Contender Series 2026: Week 2,dwcs,alik lorenz,mahamed aly,Bet105,sportsbook,1.3155,3.5900,-317,+259,2026-08-17T19:59:10.743232+00:00,0.39,complete,"transposed: q=0.7318 mirrors field median 0.2820 (sep 0.4361, 19 books)"
